0.01503253,-487.4241,200,312.5103,270,315,0
0.03503253,-487.4241,200,312.5103,270,315,0
0.05503253,-486.6244,199.9805,312.4318,270,315,0
0.07503253,-486.1101,199.9941,312.3808,270,315,0
0.09503253,-485.4958,199.9865,312.3211,270,315,0
0.1150325,-484.9165,199.9899,312.2638,270,315,0
0.1350325,-484.325,199.9881,312.206,270,315,0
0.1550325,-483.7377,199.9885,312.1482,270,315,0
0.1750325,-483.149,199.9881,312.0905,270,315,0
0.1950325,-482.5607,199.988,312.0327,270,315,0
0.2150325,-481.9723,199.9877,311.975,270,315,0
0.2350325,-481.384,199.9875,311.9173,270,315,0
0.2550325,-480.7956,199.9873,311.8595,270,315,0
0.2750325,-480.2072,199.9871,311.8018,270,315,0
0.2950325,-479.6189,199.9869,311.744,270,315,0
0.3150325,-479.0305,199.9867,311.6863,270,315,0
0.3350325,-478.4421,199.9865,311.6286,270,315,0
0.3550325,-477.8537,199.9863,311.5708,270,315,0
0.3750325,-477.2654,199.9861,311.5131,270,315,0
0.3950325,-476.677,199.9859,311.4554,270,315,0
0.4150325,-476.0886,199.9857,311.3976,270,315,0
0.4350325,-475.5002,199.9855,311.3399,270,315,0
0.4550325,-474.9118,199.9854,311.2821,270,315,0
0.4750325,-474.3235,199.9852,311.2244,270,315,0
0.4950325,-473.7351,199.985,311.1667,270,315,0
0.5150325,-473.1467,199.9848,311.1089,270,315,0
0.5350325,-472.5583,199.9846,311.0512,270,315,0
0.5550325,-471.9699,199.9844,310.9934,270,315,0
0.5750325,-471.3816,199.9842,310.9357,270,315,0
0.5950325,-470.7932,199.984,310.878,270,315,0
0.6150325,-470.2048,199.9838,310.8202,270,315,0
0.6350325,-469.6164,199.9836,310.7625,270,315,0
0.6550325,-469.028,199.9834,310.7047,270,315,0
0.6750325,-468.4397,199.9832,310.647,270,315,0
0.6950325,-467.8513,199.983,310.5893,270,315,0
0.7150325,-467.2629,199.9828,310.5315,270,315,0
0.7350325,-466.6745,199.9826,310.4738,270,315,0
0.7550325,-466.0862,199.9824,310.416,270,315,0
0.7750325,-465.4978,199.9822,310.3583,270,315,0
0.7950325,-464.9094,199.982,310.3006,270,315,0
0.8150325,-464.321,199.9818,310.2428,270,315,0
0.8350325,-463.7326,199.9816,310.1851,270,315,0
0.8550325,-463.1443,199.9814,310.1273,270,315,0
0.8750325,-462.5559,199.9812,310.0696,270,315,0
0.8950325,-461.9675,199.981,310.0119,270,315,0
0.9150325,-461.3791,199.9808,309.9541,270,315,0
0.9350325,-460.7907,199.9806,309.8964,270,315,0
0.9550325,-460.2024,199.9804,309.8387,270,315,0
0.9750325,-459.614,199.9802,309.7809,270,315,0
0.9950325,-459.0256,199.98,309.7232,270,315,0
1.015033,-458.4372,199.9798,309.6654,270,315,0
1.035033,-457.8488,199.9796,309.6077,270,315,0
1.055032,-457.2605,199.9794,309.55,270,315,0
1.075032,-456.6721,199.9792,309.4922,270,315,0
1.095032,-456.0837,199.979,309.4345,270,315,0
1.115033,-455.4953,199.9788,309.3767,270,315,0
1.135033,-454.907,199.9786,309.319,270,315,0
1.155033,-454.3186,199.9784,309.2613,270,315,0
1.175032,-453.7302,199.9782,309.2035,270,315,0
1.195032,-453.1418,199.978,309.1458,270,315,0
1.215032,-452.5534,199.9778,309.088,270,315,0
1.235033,-451.9651,199.9776,309.0303,270,315,0
1.255033,-451.3767,199.9774,308.9726,270,315,0
1.275033,-450.7883,199.9772,308.9148,270,315,0
1.295033,-450.1999,199.977,308.8571,270,315,0
1.315032,-449.6115,199.9768,308.7993,270,315,0
1.335032,-449.0232,199.9766,308.7416,270,315,0
1.355032,-448.4348,199.9764,308.6839,270,315,0
1.375033,-447.8464,199.9762,308.6261,270,315,0
1.395033,-447.258,199.976,308.5684,270,315,0
1.415033,-446.6696,199.9758,308.5107,270,315,0
1.435032,-446.0813,199.9756,308.4529,270,315,0
1.455032,-445.4929,199.9754,308.3952,270,315,0
1.475032,-444.9045,199.9752,308.3374,270,315,0
1.495033,-444.3161,199.975,308.2797,270,315,0
1.515033,-443.7278,199.9748,308.222,270,315,0
1.535033,-443.1394,199.9746,308.1642,270,315,0
1.555032,-442.551,199.9744,308.1065,270,315,0
1.575032,-441.9626,199.9742,308.0487,270,315,0
1.595032,-441.3742,199.974,307.991,270,315,0
1.615033,-440.7859,199.9738,307.9333,270,315,0
1.635033,-440.1975,199.9736,307.8755,270,315,0
1.655033,-439.6091,199.9734,307.8178,270,315,0
1.675032,-439.0207,199.9733,307.76,270,315,0
1.695032,-438.4323,199.9731,307.7023,270,315,0
1.715032,-437.844,199.9729,307.6446,270,315,0
1.735032,-437.2556,199.9727,307.5868,270,315,0
1.755033,-436.6672,199.9725,307.5291,270,315,0
1.775033,-436.0788,199.9723,307.4713,270,315,0
1.795033,-435.4904,199.9721,307.4136,270,315,0
1.815032,-434.9021,199.9719,307.3559,270,315,0
1.835032,-434.3137,199.9717,307.2981,270,315,0
1.855032,-433.7253,199.9715,307.2404,270,315,0
1.875033,-433.1369,199.9713,307.1826,270,315,0
1.895033,-432.5486,199.9711,307.1249,270,315,0
1.915033,-431.9602,199.9709,307.0672,270,315,0
1.935032,-431.3718,199.9707,307.0094,270,315,0
1.955032,-430.7834,199.9705,306.9517,270,315,0
1.975032,-430.195,199.9703,306.894,270,315,0
1.995032,-429.6067,199.9701,306.8362,270,315,0
2.015033,-429.0183,199.9699,306.7785,270,315,0
2.035033,-428.4299,199.9697,306.7207,270,315,0
2.055032,-427.8415,199.9695,306.663,270,315,0
2.075032,-427.2531,199.9694,306.6053,270,315,0
2.095032,-426.6648,199.9692,306.5475,270,315,0
2.115032,-426.0764,199.969,306.4898,270,315,0
2.135032,-425.488,199.9688,306.432,270,315,0
2.155032,-424.8996,199.9686,306.3743,270,315,0
2.175032,-424.3112,199.9684,306.3166,270,315,0
2.195033,-423.7229,199.9683,306.2588,270,315,0
2.215033,-423.1345,199.9681,306.2011,270,315,0
2.235033,-422.5461,199.9679,306.1433,270,315,0
2.255033,-421.9577,199.9677,306.0856,270,315,0
2.275033,-421.3694,199.9675,306.0279,270,315,0
2.295033,-420.781,199.9673,305.9701,270,315,0
2.315032,-420.1926,199.9672,305.9124,270,315,0
2.335032,-419.6042,199.967,305.8546,270,315,0
2.355032,-419.0158,199.9668,305.7969,270,315,0
2.375032,-418.4275,199.9666,305.7392,270,315,0
2.395032,-417.8391,199.9664,305.6814,270,315,0
2.415032,-417.2507,199.9662,305.6237,270,315,0
2.435032,-416.6623,199.9661,305.5659,270,315,0
